instrument_name,currency,type,strike,expiration_timestamp,expiration,creation_timestamp,contract_size,tick_size,min_trade_amount,spot_ref,mark_price,best_bid_price,best_ask_price,underlying_price,mark_iv,bid_iv,ask_iv,open_interest,volume,volume_usd,delta,gamma,theta,vega
BTC-29MAY26-70000-C,BTC,call,70000.0,1780041600000,2026-05-29 08:00:00+00:00,1772092826000,1.0,0.0001,0.1,66742.5678,0.0742,0.0735,0.075,66742.7644,48.1,47.72,48.49,65.1,0.2,999.57,0.46721,3e-05,-35.4588,130.85808
BTC-29MAY26-71000-C,BTC,call,71000.0,1780041600000,2026-05-29 08:00:00+00:00,1772092826000,1.0,0.0001,0.1,66742.5678,0.0685,0.0675,0.069,66742.7644,47.94,47.43,48.2,4.2,0.0,0.0,0.44301,3e-05,-35.09879,129.95981
BTC-29MAY26-72000-C,BTC,call,72000.0,1780041600000,2026-05-29 08:00:00+00:00,1772092826000,1.0,0.0001,0.1,66742.5678,0.0634,0.062,0.064,66742.7644,47.94,47.23,48.26,5.0,0.0,0.0,0.41976,2e-05,-34.74156,128.63711
BTC-29MAY26-73000-C,BTC,call,73000.0,1780041600000,2026-05-29 08:00:00+00:00,1772092826000,1.0,0.0001,0.1,66742.5678,0.0585,0.057,0.0585,66742.5678,47.91,47.11,47.9,0.6,0.0,0.0,0.39696,2e-05,-34.24668,126.89726
BTC-29MAY26-61000-P,BTC,put,61000.0,1780041600000,2026-05-29 08:00:00+00:00,1772092826000,1.0,0.0001,0.1,66742.5678,0.0598,0.059,0.061,66741.2444,51.62,51.13,52.27,3.5,0.0,0.0,-0.31538,2e-05,-34.01383,116.97533
BTC-29MAY26-62000-P,BTC,put,62000.0,1780041600000,2026-05-29 08:00:00+00:00,1772092826000,1.0,0.0001,0.1,66742.5678,0.0653,0.064,0.066,66739.5133,51.11,50.39,51.5,3.5,0.0,0.0,-0.33787,2e-05,-34.63912,120.29812
BTC-29MAY26-63000-P,BTC,put,63000.0,1780041600000,2026-05-29 08:00:00+00:00,1772092826000,1.0,0.0001,0.1,66742.5678,0.071,0.07,0.072,66742.8122,50.59,50.05,51.13,26.2,12.2,55060.78,-0.36089,2e-05,-35.12147,123.23657
BTC-29MAY26-64000-P,BTC,put,64000.0,1780041600000,2026-05-29 08:00:00+00:00,1772092826000,1.0,0.0001,0.1,66742.5678,0.0774,0.0765,0.0785,66742.8122,50.24,49.77,50.83,22.6,9.5,46789.39,-0.38466,2e-05,-35.59706,125.77572
BTC-29MAY26-65000-P,BTC,put,65000.0,1780041600000,2026-05-29 08:00:00+00:00,1772092826000,1.0,0.0001,0.1,66742.5678,0.0839,0.083,0.085,66742.8122,49.79,49.3,50.35,46.2,0.0,0.0,-0.40884,2e-05,-35.86533,127.85888
BTC-29MAY26-66000-P,BTC,put,66000.0,1780041600000,2026-05-29 08:00:00+00:00,1772092826000,1.0,0.0001,0.1,66742.5678,0.0909,0.09,0.092,66742.8122,49.38,48.91,49.95,44.9,9.0,52202.9,-0.4334,2e-05,-36.01531,129.46816
BTC-29MAY26-67000-P,BTC,put,67000.0,1780041600000,2026-05-29 08:00:00+00:00,1772092826000,1.0,0.0001,0.1,66742.5678,0.0984,0.0975,0.0995,66742.8122,49.03,48.6,49.62,9.4,7.0,43069.3,-0.45819,2e-05,-36.06995,130.58015
BTC-29MAY26-68000-P,BTC,put,68000.0,1780041600000,2026-05-29 08:00:00+00:00,1772092826000,1.0,0.0001,0.1,66742.5678,0.1062,0.1055,0.1075,66742.7644,48.71,48.35,49.37,27.4,27.0,174348.69,-0.48309,2e-05,-35.99682,131.18378
BTC-29MAY26-69000-P,BTC,put,69000.0,1780041600000,2026-05-29 08:00:00+00:00,1772092826000,1.0,0.0001,0.1,66742.5678,0.1144,0.114,0.1165,66742.7644,48.36,48.18,49.45,0.0,0.0,0.0,-0.50806,3e-05,-35.76585,131.27498
BTC-29MAY26-70000-P,BTC,put,70000.0,1780041600000,2026-05-29 08:00:00+00:00,1772092826000,1.0,0.0001,0.1,66742.5678,0.123,0.1225,0.125,66742.8122,48.1,47.82,49.1,1.9,0.0,0.0,-0.53279,3e-05,-35.45883,130.85821
BTC-29MAY26-71000-P,BTC,put,71000.0,1780041600000,2026-05-29 08:00:00+00:00,1772092826000,1.0,0.0001,0.1,66742.5678,0.1323,0.1315,0.134,66742.7644,47.94,47.54,48.83,2.8,0.4,3337.3,-0.55699,3e-05,-35.09879,129.95981
BTC-29MAY26-72000-P,BTC,put,72000.0,1780041600000,2026-05-29 08:00:00+00:00,1772092826000,1.0,0.0001,0.1,66742.5678,0.1421,0.141,0.1435,66742.5678,47.94,47.35,48.64,0.4,0.4,3578.56,-0.58024,2e-05,-34.74135,128.6364
BTC-29MAY26-73000-P,BTC,put,73000.0,1780041600000,2026-05-29 08:00:00+00:00,1772092826000,1.0,0.0001,0.1,66742.5678,0.1523,0.1485,0.155,66742.7644,47.91,45.92,49.34,0.0,0.0,0.0,-0.60303,2e-05,-34.24689,126.89805
BTC-26JUN26-62000-C,BTC,call,62000.0,1782460800000,2026-06-26 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1513,0.147,0.154,66912.3,51.18,49.08,52.45,4.4,0.0,0.0,0.65842,2e-05,-30.44407,138.91161
BTC-26JUN26-64000-C,BTC,call,64000.0,1782460800000,2026-06-26 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1339,0.133,0.135,66912.47,50.38,49.95,50.88,16.3,0.0,0.0,0.6174,2e-05,-31.15453,144.39281
BTC-26JUN26-65000-C,BTC,call,65000.0,1782460800000,2026-06-26 08:00:00+00:00,1769522651000,1.0,0.0001,0.1,66742.5678,0.1254,0.125,0.1265,66912.47,49.88,49.68,50.36,1080.4,1.7,14332.41,0.59632,2e-05,-31.30384,146.55539
BTC-26JUN26-66000-C,BTC,call,66000.0,1782460800000,2026-06-26 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1176,0.117,0.1185,66912.47,49.53,49.27,49.94,110.5,0.2,1514.05,0.57498,2e-05,-31.45562,148.30304
BTC-26JUN26-68000-C,BTC,call,68000.0,1782460800000,2026-06-26 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.103,0.102,0.104,66912.3,48.92,48.48,49.37,936.4,19.8,138772.94,0.53191,2e-05,-31.53065,150.49417
BTC-26JUN26-70000-C,BTC,call,70000.0,1782460800000,2026-06-26 08:00:00+00:00,1750924810000,1.0,0.0001,0.1,66742.5678,0.0894,0.0885,0.0905,66912.3,48.22,47.82,48.71,1073.3,32.3,203792.49,0.4884,2e-05,-31.16104,150.91372
BTC-26JUN26-72000-C,BTC,call,72000.0,1782460800000,2026-06-26 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.0781,0.077,0.079,66912.47,47.98,47.51,48.41,316.9,0.2,1005.23,0.44657,2e-05,-30.74437,149.62173
BTC-26JUN26-62000-P,BTC,put,62000.0,1782460800000,2026-06-26 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.0779,0.077,0.079,66912.3,51.18,50.97,51.69,723.8,9.2,46541.8,-0.34158,2e-05,-30.44407,138.91161
BTC-26JUN26-64000-P,BTC,put,64000.0,1782460800000,2026-06-26 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.0904,0.09,0.0915,66912.47,50.38,50.19,50.89,57.0,0.7,4210.07,-0.3826,2e-05,-31.15453,144.39281
BTC-26JUN26-65000-P,BTC,put,65000.0,1782460800000,2026-06-26 08:00:00+00:00,1769522651000,1.0,0.0001,0.1,66742.5678,0.0969,0.0965,0.098,66912.47,49.88,49.72,50.4,1697.8,15.7,108944.4,-0.40368,2e-05,-31.30384,146.55539
BTC-26JUN26-66000-P,BTC,put,66000.0,1782460800000,2026-06-26 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.104,0.103,0.1055,66912.47,49.53,49.1,50.23,428.1,23.6,162843.12,-0.42502,2e-05,-31.45562,148.30304
BTC-26JUN26-68000-P,BTC,put,68000.0,1782460800000,2026-06-26 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1193,0.1185,0.1205,66912.47,48.92,48.59,49.48,1055.4,5.7,45168.01,-0.46808,2e-05,-31.5307,150.49444
BTC-26JUN26-70000-P,BTC,put,70000.0,1782460800000,2026-06-26 08:00:00+00:00,1750924810000,1.0,0.0001,0.1,66742.5678,0.1355,0.1355,0.1375,66912.85,48.22,48.2,49.09,2425.6,3.1,25899.79,-0.51158,2e-05,-31.16194,150.91511
BTC-26JUN26-72000-P,BTC,put,72000.0,1782460800000,2026-06-26 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1541,0.154,0.1565,66912.85,47.98,47.95,49.06,85.1,0.0,0.0,-0.55342,2e-05,-30.74463,149.623
BTC-25SEP26-62000-C,BTC,call,62000.0,1790323200000,2026-09-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1922,0.1905,0.194,67591.2,51.37,50.74,52.0,0.2,0.0,0.0,0.6615,1e-05,-23.06098,186.53076
BTC-25SEP26-64000-C,BTC,call,64000.0,1790323200000,2026-09-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1761,0.1745,0.1775,67592.7,50.84,50.28,51.33,35.8,0.0,0.0,0.63088,1e-05,-23.54197,192.39386
BTC-25SEP26-65000-C,BTC,call,65000.0,1790323200000,2026-09-25 08:00:00+00:00,1769522675000,1.0,0.0001,0.1,66742.5678,0.168,0.1665,0.1695,67592.7,50.46,49.93,50.97,483.6,2.0,24191.24,0.61527,1e-05,-23.66548,194.88976
BTC-25SEP26-66000-C,BTC,call,66000.0,1790323200000,2026-09-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1607,0.1595,0.162,67592.7,50.29,49.86,50.72,36.8,0.0,0.0,0.59969,2e-05,-23.84929,197.05666
BTC-25SEP26-68000-C,BTC,call,68000.0,1790323200000,2026-09-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1467,0.1455,0.148,67592.7,49.9,49.47,50.32,86.3,0.0,0.0,0.56839,2e-05,-24.07074,200.44589
BTC-25SEP26-70000-C,BTC,call,70000.0,1790323200000,2026-09-25 08:00:00+00:00,1763436240000,1.0,0.0001,0.1,66742.5678,0.1338,0.1325,0.135,67593.62,49.55,49.13,49.96,96.3,0.0,0.0,0.53719,2e-05,-24.15669,202.56044
BTC-25SEP26-72000-C,BTC,call,72000.0,1790323200000,2026-09-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1221,0.121,0.123,67593.62,49.35,49.0,49.66,58.7,0.0,0.0,0.5066,2e-05,-24.15943,203.41722
BTC-25SEP26-62000-P,BTC,put,62000.0,1790323200000,2026-09-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1095,0.108,0.111,67592.7,51.37,50.82,51.91,32.3,2.0,13860.91,-0.33848,1e-05,-23.06095,186.53045
BTC-25SEP26-64000-P,BTC,put,64000.0,1790323200000,2026-09-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.123,0.1215,0.1245,67592.7,50.84,50.33,51.39,55.6,2.0,15906.37,-0.36912,1e-05,-23.54197,192.39386
BTC-25SEP26-65000-P,BTC,put,65000.0,1790323200000,2026-09-25 08:00:00+00:00,1769522675000,1.0,0.0001,0.1,66742.5678,0.1297,0.128,0.1315,67592.7,50.46,49.88,51.1,305.7,4.5,36690.63,-0.38473,1e-05,-23.66548,194.88976
BTC-25SEP26-66000-P,BTC,put,66000.0,1790323200000,2026-09-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1372,0.1355,0.139,67592.7,50.29,49.71,50.91,12.1,0.0,0.0,-0.40031,2e-05,-23.84929,197.05666
BTC-25SEP26-68000-P,BTC,put,68000.0,1790323200000,2026-09-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1528,0.1505,0.1545,67593.62,49.9,49.13,50.48,7.3,0.0,0.0,-0.4316,2e-05,-24.0709,200.44738
BTC-25SEP26-70000-P,BTC,put,70000.0,1790323200000,2026-09-25 08:00:00+00:00,1763436240000,1.0,0.0001,0.1,66742.5678,0.1694,0.167,0.171,67592.75,49.55,48.76,50.09,602.0,0.0,0.0,-0.46282,2e-05,-24.15646,202.55849
BTC-25SEP26-72000-P,BTC,put,72000.0,1790323200000,2026-09-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1873,0.181,0.192,67592.75,49.35,47.27,50.92,7.4,0.0,0.0,-0.49342,2e-05,-24.15913,203.41471
BTC-25DEC26-62000-C,BTC,call,62000.0,1798185600000,2026-12-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.228,0.2255,0.2295,68342.46,52.18,51.4,52.63,59.4,0.1,1592.71,0.67088,1e-05,-19.53163,223.67785
BTC-25DEC26-64000-C,BTC,call,64000.0,1798185600000,2026-12-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.2121,0.21,0.2145,68342.46,51.58,50.95,52.28,9.6,0.0,0.0,0.6458,1e-05,-19.85491,230.00584
BTC-25DEC26-65000-C,BTC,call,65000.0,1798185600000,2026-12-25 08:00:00+00:00,1768232790000,1.0,0.0001,0.1,66742.5678,0.2048,0.2025,0.207,68342.27,51.38,50.71,52.03,259.3,0.0,0.0,0.63318,1e-05,-20.01686,232.79195
BTC-25DEC26-66000-C,BTC,call,66000.0,1798185600000,2026-12-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1977,0.1955,0.2,68342.27,51.21,50.57,51.88,14.8,0.0,0.0,0.62055,1e-05,-20.16702,235.31917
BTC-25DEC26-68000-C,BTC,call,68000.0,1798185600000,2026-12-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1841,0.182,0.186,68342.27,50.87,50.28,51.42,75.8,0.6,6824.52,0.59523,1e-05,-20.39842,239.60629
BTC-25DEC26-70000-C,BTC,call,70000.0,1798185600000,2026-12-25 08:00:00+00:00,1766649615000,1.0,0.0001,0.1,66742.5678,0.1713,0.169,0.1735,68342.27,50.57,49.94,51.2,576.0,55.5,684891.13,0.57001,1e-05,-20.55594,242.85962
BTC-25DEC26-72000-C,BTC,call,72000.0,1798185600000,2026-12-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1592,0.157,0.1615,68342.27,50.29,49.68,50.93,70.9,50.2,559405.1,0.54495,1e-05,-20.62981,245.10015
BTC-25DEC26-62000-P,BTC,put,62000.0,1798185600000,2026-12-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1352,0.1335,0.137,68342.46,52.18,51.65,52.72,2.8,0.1,852.31,-0.32912,1e-05,-19.53163,223.67785
BTC-25DEC26-64000-P,BTC,put,64000.0,1798185600000,2026-12-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1486,0.147,0.152,68342.27,51.58,51.11,52.59,39.5,0.0,0.0,-0.3542,1e-05,-19.85516,230.0056
BTC-25DEC26-65000-P,BTC,put,65000.0,1798185600000,2026-12-25 08:00:00+00:00,1768232790000,1.0,0.0001,0.1,66742.5678,0.1559,0.154,0.1595,68342.46,51.38,50.83,52.45,277.5,0.2,2097.72,-0.36682,1e-05,-20.01687,232.79212
BTC-25DEC26-66000-P,BTC,put,66000.0,1798185600000,2026-12-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.1634,0.1615,0.167,68342.27,51.21,50.65,52.25,27.2,0.4,4453.02,-0.37945,1e-05,-20.16702,235.31917
BTC-25DEC26-68000-P,BTC,put,68000.0,1798185600000,2026-12-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.179,0.1765,0.1825,68342.27,50.87,50.14,51.86,19.0,0.0,0.0,-0.40477,1e-05,-20.39842,239.60629
BTC-25DEC26-70000-P,BTC,put,70000.0,1798185600000,2026-12-25 08:00:00+00:00,1766649615000,1.0,0.0001,0.1,66742.5678,0.1955,0.1925,0.1995,68342.27,50.57,49.72,51.69,771.3,0.0,0.0,-0.42999,1e-05,-20.55594,242.85962
BTC-25DEC26-72000-P,BTC,put,72000.0,1798185600000,2026-12-25 08:00:00+00:00,1771334177000,1.0,0.0001,0.1,66742.5678,0.2127,0.2075,0.22,68342.46,50.29,48.83,52.32,1.5,0.0,0.0,-0.45505,1e-05,-20.62985,245.10066
